statistic_label,month,property_type,unit,value
Percentage Change over 3 months for Residential Property Price Index,2019 May,National - houses,%,0.5
Percentage Change over 3 months for Residential Property Price Index,2019 May,National - apartments,%,-0.1
Percentage Change over 3 months for Residential Property Price Index,2019 May,Dublin - all residential properties,%,-0.5
Percentage Change over 3 months for Residential Property Price Index,2019 May,Dublin - houses,%,-0.8
Percentage Change over 3 months for Residential Property Price Index,2019 May,Dublin - apartments,%,0.1
Percentage Change over 3 months for Residential Property Price Index,2019 May,Dublin City - houses,%,-1.8
Percentage Change over 3 months for Residential Property Price Index,2019 May,Dun Laoghaire-Rathdown - houses,%,-3.1
Percentage Change over 3 months for Residential Property Price Index,2019 May,Fingal - houses,%,0.5
Percentage Change over 3 months for Residential Property Price Index,2019 May,South Dublin - houses,%,0.0
Percentage Change over 3 months for Residential Property Price Index,2019 May,National excluding Dublin - all residential properties,%,1.6
Percentage Change over 3 months for Residential Property Price Index,2019 May,National excluding Dublin - houses,%,1.5
Percentage Change over 3 months for Residential Property Price Index,2019 May,National excluding Dublin - apartments,%,2.2
Percentage Change over 3 months for Residential Property Price Index,2019 May,Border - houses,%,4.1
Percentage Change over 3 months for Residential Property Price Index,2019 May,Midland - houses,%,2.0
Percentage Change over 3 months for Residential Property Price Index,2019 May,West - houses,%,3.9
Percentage Change over 3 months for Residential Property Price Index,2019 May,Mid-East - houses,%,0.3
Percentage Change over 3 months for Residential Property Price Index,2019 May,Mid-West - houses,%,-1.7
Percentage Change over 3 months for Residential Property Price Index,2019 May,South-East - houses,%,-0.7
Percentage Change over 3 months for Residential Property Price Index,2019 May,South-West - houses,%,0.2
Percentage Change over 3 months for Residential Property Price Index,2019 June,National - all residential properties,%,0.9
Percentage Change over 3 months for Residential Property Price Index,2019 June,National - houses,%,0.7
Percentage Change over 3 months for Residential Property Price Index,2019 June,National - apartments,%,0.4
Percentage Change over 3 months for Residential Property Price Index,2019 June,Dublin - all residential properties,%,0.4
Percentage Change over 3 months for Residential Property Price Index,2019 June,Dublin - houses,%,0.1
Percentage Change over 3 months for Residential Property Price Index,2019 June,Dublin - apartments,%,1.1
Percentage Change over 3 months for Residential Property Price Index,2019 June,Dublin City - houses,%,-1.1
Percentage Change over 3 months for Residential Property Price Index,2019 June,Dun Laoghaire-Rathdown - houses,%,-2.6
Percentage Change over 3 months for Residential Property Price Index,2019 June,Fingal - houses,%,1.0
Percentage Change over 3 months for Residential Property Price Index,2019 June,South Dublin - houses,%,-0.1
Percentage Change over 3 months for Residential Property Price Index,2019 June,National excluding Dublin - all residential properties,%,1.3
Percentage Change over 3 months for Residential Property Price Index,2019 June,National excluding Dublin - houses,%,1.3
Percentage Change over 3 months for Residential Property Price Index,2019 June,National excluding Dublin - apartments,%,2.0
Percentage Change over 3 months for Residential Property Price Index,2019 June,Border - houses,%,1.9
Percentage Change over 3 months for Residential Property Price Index,2019 June,Midland - houses,%,0.6
Percentage Change over 3 months for Residential Property Price Index,2019 June,West - houses,%,2.1
Percentage Change over 3 months for Residential Property Price Index,2019 June,Mid-East - houses,%,0.6
Percentage Change over 3 months for Residential Property Price Index,2019 June,Mid-West - houses,%,0.2
Percentage Change over 3 months for Residential Property Price Index,2019 June,South-East - houses,%,-0.6
Percentage Change over 3 months for Residential Property Price Index,2019 June,South-West - houses,%,0.6
Percentage Change over 3 months for Residential Property Price Index,2019 July,National - all residential properties,%,1.6
Percentage Change over 3 months for Residential Property Price Index,2019 July,National - houses,%,1.4
Percentage Change over 3 months for Residential Property Price Index,2019 July,National - apartments,%,1.2
Percentage Change over 3 months for Residential Property Price Index,2019 July,Dublin - all residential properties,%,1.1
Percentage Change over 3 months for Residential Property Price Index,2019 July,Dublin - houses,%,0.7
Percentage Change over 3 months for Residential Property Price Index,2019 July,Dublin - apartments,%,2.2
Percentage Change over 3 months for Residential Property Price Index,2019 July,Dublin City - houses,%,-0.2
Percentage Change over 3 months for Residential Property Price Index,2019 July,Dun Laoghaire-Rathdown - houses,%,-2.4
Percentage Change over 3 months for Residential Property Price Index,2019 July,Fingal - houses,%,1.3
Percentage Change over 3 months for Residential Property Price Index,2019 July,South Dublin - houses,%,0.2
Percentage Change over 3 months for Residential Property Price Index,2019 July,National excluding Dublin - all residential properties,%,2.0
Percentage Change over 3 months for Residential Property Price Index,2019 July,National excluding Dublin - houses,%,2.0
Percentage Change over 3 months for Residential Property Price Index,2019 July,National excluding Dublin - apartments,%,2.2
Percentage Change over 3 months for Residential Property Price Index,2019 July,Border - houses,%,2.8
Percentage Change over 3 months for Residential Property Price Index,2019 July,Midland - houses,%,-1.7
Percentage Change over 3 months for Residential Property Price Index,2019 July,West - houses,%,2.1
Percentage Change over 3 months for Residential Property Price Index,2019 July,Mid-East - houses,%,1.0
Percentage Change over 3 months for Residential Property Price Index,2019 July,Mid-West - houses,%,2.4
Percentage Change over 3 months for Residential Property Price Index,2019 July,South-East - houses,%,0.2
Percentage Change over 3 months for Residential Property Price Index,2019 July,South-West - houses,%,1.3
Percentage Change over 3 months for Residential Property Price Index,2019 August,National - all residential properties,%,1.6
Percentage Change over 3 months for Residential Property Price Index,2019 August,National - houses,%,1.4
Percentage Change over 3 months for Residential Property Price Index,2019 August,National - apartments,%,1.8
Percentage Change over 3 months for Residential Property Price Index,2019 August,Dublin - all residential properties,%,1.3
Percentage Change over 3 months for Residential Property Price Index,2019 August,Dublin - houses,%,0.8
Percentage Change over 3 months for Residential Property Price Index,2019 August,Dublin - apartments,%,2.9
Percentage Change over 3 months for Residential Property Price Index,2019 August,Dublin City - houses,%,1.0
Percentage Change over 3 months for Residential Property Price Index,2019 August,Dun Laoghaire-Rathdown - houses,%,-1.2
Percentage Change over 3 months for Residential Property Price Index,2019 August,Fingal - houses,%,0.0
Percentage Change over 3 months for Residential Property Price Index,2019 August,South Dublin - houses,%,0.0
Percentage Change over 3 months for Residential Property Price Index,2019 August,National excluding Dublin - all residential properties,%,1.8
Percentage Change over 3 months for Residential Property Price Index,2019 August,National excluding Dublin - houses,%,1.8
Percentage Change over 3 months for Residential Property Price Index,2019 August,National excluding Dublin - apartments,%,1.8
Percentage Change over 3 months for Residential Property Price Index,2019 August,Border - houses,%,1.7
